Date;omm_id;nombre;summary;temperatura;humidity;pressure;windSpeed;uvIndex;temperatureMin;temperatureMax;precipAccumulation
2022-05-13;Rio Cuarto Aero;87453;Overcast throughout the day.;16.13;0.7;1014.9;14.2;3;11.44;20.82;0.2424
2022-05-14;Rio Cuarto Aero;87453;Rain in the evening and overnight.;12.575;0.65;1020.3;9.79;3;8.62;16.53;4.1975999999999996
2022-05-15;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;11.435;0.61;1026.1;11.61;4;6.11;16.76;3.4224
2022-05-16;Rio Cuarto Aero;87453;Clear throughout the day.;9.535;0.5;1029.7;17.45;4;2.88;16.19;0.0072
2022-05-17;Rio Cuarto Aero;87453;Clear throughout the day.;8.685;0.62;1030.7;15.96;4;1.73;15.64;0.0
2022-05-18;Rio Cuarto Aero;87453;Clear throughout the day.;7.54;0.56;1026.9;11.51;4;-2.42;17.5;0.0
2022-05-19;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;10.91;0.48;1018.5;19.23;3;2.67;19.15;0.0
2022-05-20;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;11.174999999999999;0.51;1015.6;8.6;3;1.52;20.83;0.0
2022-05-21;Rio Cuarto Aero;87453;Clear throughout the day.;13.885;0.43;1020.3;11.01;4;6.61;21.16;0.0
2022-05-22;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;15.245;0.47;1014.9;19.68;3;6.16;24.33;0.0
2022-05-23;Rio Cuarto Aero;87453;Overcast throughout the day.;13.92;0.62;1012.9;9.87;3;8.2;19.64;0.0
2022-05-24;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;12.815;0.73;1013.7;11.67;3;7.64;17.99;0.0144
2022-05-25;Rio Cuarto Aero;87453;Overcast throughout the day.;9.71;0.74;1021.1;12.94;3;6.84;12.58;0.2928
2022-05-26;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;9.915;0.67;1023.4;14.42;3;4.27;15.56;0.0504
2022-05-27;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;11.145000000000001;0.67;1018.7;8.77;3;5.69;16.6;0.0
2022-05-28;Rio Cuarto Aero;87453;Possible light rain overnight.;12.205;0.69;1014.4;10.1;3;6.82;17.59;0.3984
2022-05-29;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;8.405000000000001;0.53;1019.0;11.52;2;4.25;12.56;1.7519999999999998
2022-05-30;Rio Cuarto Aero;87453;Clear throughout the day.;6.105;0.36;1022.0;9.74;3;-0.92;13.13;0.0
2022-05-31;Rio Cuarto Aero;87453;Overcast throughout the day.;7.8149999999999995;0.36;1020.0;15.68;3;2.3;13.33;0.0528
2022-06-01;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;9.459999999999999;0.43;1020.2;12.36;3;4.64;14.28;0.0072
2022-06-02;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;9.844999999999999;0.53;1021.9;15.46;2;4.0;15.69;0.1344
2022-06-03;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;9.5;0.56;1019.7;27.05;3;4.02;14.98;0.0
2022-06-04;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;11.38;0.6;1015.2;19.44;3;3.96;18.8;0.0
2022-06-05;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;10.5;0.67;1015.9;8.89;3;2.13;18.87;0.0
2022-06-06;Rio Cuarto Aero;87453;Clear throughout the day.;12.235000000000001;0.61;1016.4;10.17;3;3.12;21.35;0.0
2022-06-07;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;14.23;0.56;1012.3;14.52;2;5.7;22.76;0.0
2022-06-08;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;12.864999999999998;0.62;1014.7;10.57;3;4.51;21.22;0.0
2022-06-09;Rio Cuarto Aero;87453;Clear throughout the day.;12.815;0.58;1020.3;16.38;3;6.32;19.31;0.0048000000000000004
2022-06-10;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;7.074999999999999;0.31;1030.0;10.28;3;-0.63;14.78;0.0
2022-06-11;Rio Cuarto Aero;87453;Clear throughout the day.;11.285;0.51;1023.8;12.56;3;1.63;20.94;0.0
2022-06-12;Rio Cuarto Aero;87453;Clear throughout the day.;12.56;0.49;1019.3;16.15;3;1.93;23.19;0.0
2022-06-13;Rio Cuarto Aero;87453;Windy overnight.;14.98;0.34;1014.3;29.23;3;6.96;23.0;0.0
2022-06-14;Rio Cuarto Aero;87453;Overcast throughout the day.;12.815;0.36;1011.9;15.44;3;5.8;19.83;0.0
2022-06-15;Rio Cuarto Aero;87453;Clear throughout the day.;10.95;0.46;1015.6;12.9;3;3.81;18.09;0.0
2022-06-16;Rio Cuarto Aero;87453;Clear throughout the day.;9.889999999999999;0.54;1015.8;13.92;3;2.9;16.88;0.0
2022-06-17;Rio Cuarto Aero;87453;Clear throughout the day.;11.15;0.43;1017.6;13.93;3;4.05;18.25;0.0
2022-06-18;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;11.75;0.33;1016.9;13.58;3;2.71;20.79;0.0
2022-06-19;Rio Cuarto Aero;87453;Partly cloudy throughout the day.;10.08;0.31;1016.7;10.71;3;1.39;18.77;0.0
2022-06-20;Rio Cuarto Aero;87453;Overcast throughout the day.;12.155000000000001;0.38;1013.7;12.67;2;5.03;19.28;0.0
2022-06-21;Rio Cuarto Aero;87453;Mostly cloudy throughout the day.;8.38;0.61;1017.9;15.34;2;2.85;13.91;0.0
2022-06-22;Rio Cuarto Aero;87453;Overcast throughout the day.;6.015000000000001;0.64;1020.9;9.08;2;2.8;9.23;0.192
